"WeatherStationID"|"AirportID"|"GroundHeight"|"StationHeight"|"BarometerHeight"|"Latitude"|"Longitude"|"TimeZone"
3812|"AVL"|2171|2170|2174|35.26|-82.32|"+5"
3813|"MCN"|356|362|359|32.41|-83.39|"+5"
3816|"PAH"|391|413|394|37.04|-88.46|"+6"
3818|"MAI"|106|113|109|30.5|-85.11|"+6"
3820|"AGS"|160|148|163|33.22|-81.58|"+5"
3821|"LGC"|0|0|0|33.01|-85.04|"+5"
3822|"SAV"|48|51|51|32.07|-81.12|"+5"
3832|"WDR"|0|0|0|33.59|-83.4|"+5"
3847|"CSV"|1869|1870|1872|35.57|-85.05|"+6"
3849|"LOZ"|1189|1211|1192|37.05|-84.05|"+5"
3850|"OZR"|0|301|0|31.17|-85.43|"+6"
3852|"HRT"|0|38|0|30.26|-86.41|"+6"
3853|"NRB"|16|14|24|30.24|-81.25|"+5"
3855|"NPA"|20|30|36|30.21|-87.19|"+6"
3856|"HSV"|642|644|645|34.38|-86.47|"+6"
3858|"MMT"|0|252|0|33.55|-80.48|"+5"
3859|"BLF"|2863|2867|2866|37.18|-81.13|"+5"
3860|"HTS"|822|838|825|38.23|-82.34|"+5"
3865|"MWA"|0|0|0|37.45|-89.01|"+6"
3866|"NMM"|288|317|293|32.33|-88.34|"+6"
3868|"HUF"|588|593|591|39.27|-87.19|"+5"
3870|"GSP"|940|971|943|34.54|-82.13|"+5"
3872|"BKW"|2505|2514|2508|37.47|-81.07|"+5"
3875|"LHW"|0|46|0|31.34|-81.34|"+5"
3878|"TOI"|387|397|390|31.52|-86.01|"+6"
3879|"SLO"|0|0|0|38.38|-88.58|"+6"
3882|"PFN"|39|18|42|30.13|-85.41|"+6"
3887|"DEC"|678|679|681|39.5|-88.52|"+6"
3888|"FTY"|856|841|859|33.47|-84.31|"+5"
3889|"JKL"|1353|1357|1356|37.35|-83.19|"+5"
3892|"AUO"|0|0|0|32.37|-85.26|"+6"
3893|"BMG"|845|847|848|39.08|-86.37|"+5"
3894|"CKV"|560|550|544|36.37|-87.25|"+6"
3896|"GAD"|0|0|0|33.58|-86.05|"+6"
3901|"GGG"|352|373|355|32.23|-94.43|"+6"
3902|"GRK"|0|1015|0|31.04|-97.5|"+6"
3904|"CLL"|326|328|329|30.35|-96.22|"+6"
3908|"HDC"|0|0|0|30.31|-90.25|"+6"
3914|"CGZ"|0|0|0|32.57|-111.46|"+7"
3918|"FLP"|0|0|0|36.17|-92.35|"+6"
3919|"SLN"|1263|1282|1266|38.49|-97.4|"+6"
3923|"IAB"|0|1371|0|37.37|-97.16|"+6"
3927|"DFW"|559|596|562|32.54|-97.02|"+6"
3928|"ICT"|1338|1340|1341|37.39|-97.26|"+6"
3929|"GVW"|1090|1090|1090|38.5|-94.34|"+6"
3930|"LRF"|0|311|0|34.55|-92.09|"+6"
3931|"POE"|0|330|0|31.02|-93.06|"+6"
3932|"CSM"|1929|1955|1932|35.2|-99.12|"+6"
3933|"HLR"|0|924|0|30.08|-97.43|"+6"
3935|"CGI"|336|352|339|37.14|-89.34|"+6"
3936|"MHK"|1042|1070|1045|39.08|-96.41|"+6"
3937|"LCH"|14|9|17|30.07|-93.14|"+6"
3938|"TBN"|0|1159|0|37.44|-92.08|"+6"
3940|"JAN"|293|331|296|32.19|-90.05|"+6"
3945|"COU"|881|898|884|38.49|-92.13|"+6"
3947|"MCI"|1005|1025|1008|39.18|-94.43|"+6"
3948|"OUN"|0|0|0|35.14|-97.28|"+6"
3950|"LAW"|1075|1108|1110|34.34|-98.25|"+6"
3953|"JBR"|261|274|264|35.5|-90.39|"+6"
3954|"PWA"|1304|1299|1307|35.32|-97.39|"+6"
3957|"P28"|1543|1540|1546|37.17|-98.33|"+6"
3958|"ALN"|0|544|0|38.53|-90.03|"+6"
3959|"BVO"|0|713|0|36.46|-96.01|"+6"
3960|"CPS"|413|413|416|38.34|-90.1|"+6"
3961|"HEZ"|0|272|0|31.37|-91.18|"+6"
3962|"HOT"|532|555|535|34.29|-93.06|"+6"
3963|"JEF"|552|573|555|38.35|-92.1|"+6"
3965|"SWO"|953|984|956|36.1|-97.05|"+6"
3966|"SUS"|488|462|491|38.4|-90.4|"+6"
3967|"OJC"|1069|1072|1072|38.51|-94.44|"+6"
3968|"HYS"|0|1998|0|38.5|-99.16|"+6"
3969|"SEP"|0|1321|0|32.07|-98.11|"+6"
3970|"ADS"|0|644|0|32.58|-96.5|"+6"
3971|"RBD"|667|671|670|32.41|-96.52|"+6"
3972|"ILE"|0|848|0|31.05|-97.41|"+6"
3973|"ASG"|0|0|0|36.11|-94.07|"+6"
3974|"AAO"|1424|1420|1427|37.45|-97.13|"+6"
3975|"POF"|327|328|330|36.46|-90.19|"+6"
3978|"VBT"|0|0|0|36.21|-94.13|"+6"
3981|"FDR"|1238|1255|1241|34.21|-98.59|"+6"
3985|"FWS"|0|700|0|32.34|-97.19|"+6"
3991|"DTO"|645|642|648|33.13|-97.12|"+6"
3994|"DMO"|899|905|902|38.42|-93.11|"+6"
3996|"TVR"|85|86|88|32.21|-91.02|"+6"
3997|"LWC"|830|832|833|39.01|-95.13|"+6"
3998|"PPF"|898|899|901|37.2|-95.3|"+6"
3999|"BMQ"|1275|1288|1278|30.44|-98.14|"+6"
4109|"P69"|1478|1480|1481|46.08|-115.36|"+7"
4110|"JER"|4009|4048|4012|42.44|-114.28|"+7"
4111|"EVW"|7140|7144|7143|41.16|-111.02|"+7"
4112|"SNT"|6498|6495|6501|44.1|-114.56|"+7"
4113|"HRI"|640|641|643|45.5|-119.16|"+8"
4114|"LLJ"|5039|5040|5042|41.31|-114.13|"+7"
4116|"U42"|0|0|0|40.37|-111.59|"+7"
4128|"SZT"|0|2127|0|48.18|-116.34|"+8"
4132|"AWH"|0|4240|0|41.4|-115.47|"+8"
4201|"SPB"|47|55|50|45.46|-122.52|"+8"
4205|"AWO"|0|0|0|48.1|-122.1|"+8"
4224|"ORS"|0|31|0|48.43|-122.55|"+8"
4720|"JHW"|0|0|0|42.09|-79.16|"+5"
4724|"IAG"|585|587|599|43.07|-78.57|"+5"
4725|"BGM"|1627|1638|1630|42.13|-75.59|"+5"
4726|"JST"|2277|2284|2280|40.19|-78.5|"+5"
4741|"SCH"|0|0|0|42.51|-73.56|"+5"
4743|"PSM"|0|100|0|43.05|-70.49|"+5"
4751|"BFD"|2122|2150|2125|41.48|-78.38|"+5"
4780|"FIT"|339|348|342|42.33|-71.46|"+5"
4781|"ISP"|141|108|144|40.47|-73.06|"+5"
4787|"DUJ"|1804|1824|1807|41.11|-78.54|"+5"
4789|"MGJ"|356|365|359|41.31|-74.16|"+5"
4803|"RHI"|1590|1624|1593|45.38|-89.28|"+6"
4804|"OSU"|920|905|923|40.05|-83.05|"+5"
4805|"CGF"|0|879|0|41.34|-81.29|"+5"
4806|"EKM"|0|778|0|41.43|-86|"+5"
4807|"GYY"|0|0|0|41.37|-87.25|"+6"
4808|"ARR"|706|714|709|41.46|-88.29|"+6"
4813|"BVI"|0|1253|0|40.46|-80.23|"+5"
4824|"SUE"|0|0|0|44.5|-87.25|"+6"
4825|"ATW"|0|0|0|44.16|-88.31|"+6"
4826|"ISW"|1008|1021|1011|44.22|-89.5|"+7"
4827|"AFJ"|0|0|0|40.08|-80.17|"+5"
4828|"AID"|0|0|0|40.07|-85.37|"+5"
4829|"HYX"|0|0|0|43.26|-83.52|"+5"
4831|"LOT"|0|0|0|41.37|-88.05|"+6"
4836|"FVE"|987|1000|990|47.17|-68.19|"+5"
4838|"PWK"|641|647|644|42.07|-87.54|"+6"
4839|"BIV"|684|688|687|42.45|-86.06|"+6"
4840|"FLD"|789|807|792|43.46|-88.29|"+6"
4841|"SBM"|743|749|746|43.46|-87.51|"+6"
4842|"BJJ"|1127|1137|1130|40.52|-81.53|"+5"
4843|"GKJ"|1403|1400|1406|41.38|-80.13|"+5"
4845|"ENW"|720|743|723|42.36|-87.56|"+6"
4846|"VPZ"|757|770|760|41.27|-87.01|"+6"
4847|"ADG"|792|798|795|41.52|-84.05|"+5"
4848|"TDZ"|620|624|623|41.34|-83.29|"+5"
4849|"LPR"|790|794|793|41.11|-82.11|"+5"
4850|"AOH"|971|975|974|40.43|-84.02|"+5"
4851|"DFI"|718|708|721|41.2|-84.26|"+5"
4852|"PHD"|894|895|897|40.28|-81.25|"+5"
4853|"BKL"|603|584|606|41.31|-81.41|"+5"
4854|"GLR"|1335|1328|1338|45.01|-84.42|"+5"
4855|"MNN"|988|990|991|40.37|-83.04|"+5"
4856|"P75"|587|584|590|45.57|-86.14|"+5"
4857|"HZY"|907|924|910|41.47|-80.42|"+5"
4858|"VTA"|879|884|882|40.01|-82.28|"+5"
4862|"AAA"|0|0|0|40.1|-89.2|"+6"
4863|"ACB"|0|0|0|44.59|-85.12|"+5"
4864|"AIG"|0|0|0|45.09|-89.07|"+6"
4865|"ARV"|0|0|0|45.56|-89.44|"+5"
4866|"BUU"|0|0|0|42.41|-88.18|"+6"
4867|"C09"|0|0|0|41.26|-88.25|"+6"
4868|"C75"|0|0|0|41.01|-89.23|"+6"
4869|"CIU"|0|0|0|46.15|-84.28|"+5"
4870|"CVX"|0|0|0|45.18|-85.16|"+5"
4871|"DKB"|0|0|0|41.56|-88.43|"+6"
4872|"DUH"|0|0|0|41.44|-83.4|"+5"
4873|"EFT"|0|0|0|42.37|-89.35|"+6"
4874|"ERY"|0|0|0|46.19|-85.28|"+5"
4875|"ETB"|0|0|0|43.25|-88.08|"+6"
4876|"FEP"|0|0|0|42.15|-89.35|"+6"
4877|"FPK"|0|0|0|42.34|-84.49|"+5"
4878|"GOV"|0|0|0|44.41|-84.44|"+5"
4879|"IGQ"|0|0|0|41.32|-87.32|"+6"
4880|"IKK"|0|0|0|41.07|-87.51|"+6"
4881|"ISQ"|0|0|0|45.58|-86.1|"+5"
4882|"JYM"|0|0|0|41.55|-84.35|"+5"
4883|"LDM"|0|0|0|43.58|-86.25|"+6"
4884|"MGN"|0|0|0|45.26|-84.55|"+5"
4885|"MOP"|0|0|0|43.37|-84.44|"+6"
4886|"OEB"|0|0|0|41.56|-85.03|"+5"
4887|"OZW"|0|0|0|42.38|-83.59|"+5"
4888|"PHN"|0|0|0|42.55|-82.32|"+5"
4889|"PNT"|0|0|0|40.55|-88.38|"+6"
4890|"RPJ"|0|0|0|41.53|-89.05|"+6"
4891|"RRL"|0|0|0|45.12|-89.43|"+6"
4892|"SJX"|0|0|0|45.41|-85.34|"+5"
4893|"SLH"|0|0|0|45.39|-84.31|"+5"
4894|"SQI"|0|0|0|41.44|-89.41|"+6"
4895|"STE"|0|0|0|44.33|-89.32|"+6"
4896|"TIP"|0|0|0|40.17|-88.08|"+6"
4897|"UES"|0|0|0|43.02|-88.14|"+6"
4898|"UNU"|0|0|0|43.26|-88.42|"+6"
4899|"VYS"|0|0|0|41.21|-89.09|"+6"
4901|"AUH"|0|0|0|40.53|-97.59|"+6"
4902|"AUM"|0|0|0|43.4|-92.56|"+6"
4903|"AWG"|0|0|0|41.17|-91.4|"+6"
4904|"AXA"|0|0|0|43.05|-94.16|"+6"
4905|"BFW"|0|0|0|47.15|-91.25|"+6"
4906|"BNW"|0|0|0|42.03|-93.51|"+6"
4907|"CAV"|0|0|0|42.44|-93.46|"+6"
4908|"CBF"|0|0|0|41.16|-95.46|"+6"
4909|"CBG"|0|0|0|45.34|-93.16|"+6"
4910|"CIN"|0|0|0|42.03|-94.47|"+6"
4911|"CKC"|0|0|0|47.5|-90.23|"+6"
4912|"CKN"|0|0|0|47.5|-96.37|"+6"
4913|"CNC"|0|0|0|41.01|-93.22|"+6"
4914|"COQ"|0|0|0|46.42|-92.3|"+6"
4915|"CSQ"|0|0|0|41.01|-94.22|"+6"
4916|"DEH"|0|0|0|43.17|-91.44|"+6"
4917|"DNS"|0|0|0|41.59|-95.23|"+6"
4918|"DXX"|0|0|0|44.59|-96.11|"+6"
4919|"DYT"|0|0|0|46.43|-92.02|"+6"
4920|"EBS"|0|0|0|42.26|-93.52|"+6"
4921|"EOK"|0|0|0|40.28|-91.26|"+6"
4922|"ETH"|0|0|0|45.47|-96.32|"+6"
4923|"EVM"|0|0|0|47.25|-92.3|"+6"
4924|"FET"|0|0|0|41.27|-96.31|"+6"
4925|"FFL"|0|0|0|41.03|-91.59|"+6"
4926|"FGN"|0|0|0|49.19|-94.54|"+6"
4927|"FKA"|0|0|0|43.41|-92.11|"+6"
4928|"FOZ"|0|0|0|47.47|-93.39|"+6"
4929|"FSE"|0|0|0|47.35|-95.47|"+6"
4930|"FSW"|0|0|0|40.4|-91.2|"+6"
4931|"GHW"|0|0|0|45.38|-95.19|"+6"
4932|"GYL"|0|0|0|44.46|-94.05|"+6"
4933|"HCD"|0|0|0|44.52|-94.23|"+6"
4934|"HCO"|0|0|0|48.45|-96.56|"+6"
4935|"HDE"|0|0|0|40.27|-99.2|"+6"
4936|"HNR"|0|0|0|41.35|-95.2|"+6"
4937|"ICL"|0|0|0|40.43|-95.02|"+6"
4938|"IKV"|0|0|0|41.41|-93.34|"+6"
4939|"JKJ"|0|0|0|46.5|-96.4|"+6"
4940|"JMR"|0|0|0|45.53|-93.16|"+6"
4941|"LJF"|0|0|0|45.09|-94.31|"+6"
4942|"LRJ"|0|0|0|42.47|-96.11|"+6"
4943|"LVN"|0|0|0|44.38|-93.14|"+6"
4944|"LXL"|0|0|0|45.57|-94.21|"+6"
4945|"MGG"|0|0|0|45.14|-93.59|"+6"
4946|"MJQ"|0|0|0|43.39|-94.59|"+6"
4947|"MPZ"|0|0|0|40.47|-91.31|"+6"
4948|"MOX"|0|0|0|45.34|-95.58|"+6"
4949|"MQB"|0|0|0|40.31|-90.39|"+6"
4950|"MUT"|0|0|0|41.22|-91.09|"+6"
4951|"MVE"|0|0|0|44.58|-95.43|"+6"
4952|"MWM"|0|0|0|43.55|-95.07|"+6"
4953|"MXO"|0|0|0|42.13|-91.1|"+6"
4954|"MZH"|0|0|0|46.25|-92.48|"+6"
4955|"OLZ"|0|0|0|42.41|-91.58|"+6"
4956|"ONA"|0|0|0|44.05|-91.43|"+6"
4957|"ONL"|0|0|0|42.28|-98.41|"+6"
4958|"ORB"|0|0|0|48.01|-92.52|"+6"
4959|"ORC"|0|0|0|42.59|-96.04|"+6"
4960|"OVL"|0|0|0|44.47|-95.02|"+6"
4961|"OWA"|0|0|0|44.07|-93.16|"+6"
4962|"OXV"|0|0|0|41.18|-93.07|"+6"
4963|"PDC"|0|0|0|43.01|-91.07|"+6"
4964|"PEA"|0|0|0|41.24|-92.57|"+6"
4965|"PQN"|0|0|0|43.59|-96.18|"+6"
4966|"RDK"|0|0|0|41.01|-95.16|"+6"
4967|"RGK"|0|0|0|44.35|-92.29|"+6"
4968|"RNH"|0|0|0|45.09|-92.32|"+6"
4969|"ROS"|0|0|0|45.42|-92.57|"+6"
4970|"ROX"|0|0|0|48.52|-95.42|"+6"
4971|"RRT"|0|0|0|48.56|-95.21|"+6"
4972|"RZN"|0|0|0|45.49|-92.22|"+6"
4973|"SDA"|0|0|0|40.45|-95.25|"+6"
4974|"SGS"|0|0|0|44.52|-93.02|"+6"
4975|"SHL"|0|0|0|43.13|-95.5|"+6"
4976|"SLB"|0|0|0|42.36|-95.14|"+6"
4977|"TNU"|0|0|0|41.4|-93.01|"+6"
4978|"TOB"|0|0|0|44.01|-92.5|"+6"
4979|"TWM"|0|0|0|47.03|-91.45|"+6"
4980|"ULM"|0|0|0|44.19|-94.3|"+6"
4981|"VTI"|0|0|0|42.13|-92.02|"+6"
4982|"VVV"|0|0|0|45.19|-96.25|"+6"
4983|"VWU"|0|0|0|48.09|-94.31|"+6"
4984|"XVG"|0|0|0|46.59|-94.12|"+6"
4989|"IIB"|0|978|0|42.27|-91.57|"+6"
4992|"MLE"|0|1051|0|41.12|-96.07|"+6"
4993|"AFK"|0|1162|0|40.37|-95.52|"+6"
4995|"W11"|0|895|0|44.53|-91.52|"+6"
4996|"SFY"|0|616|0|42.03|-90.07|"+6"
4997|"HZX"|0|1228|0|46.37|-93.19|"+6"
4998|"HJH"|0|1466|0|40.09|-97.35|"+6"
4999|"1G2"|0|1047|0|44.45|-95.34|"+6"
11624|"STX"|31|55|34|17.42|-64.48|"+4"
11630|"JNR"|32|38|38|18.15|-65.38|"+4"
11640|"STT"|51|11|54|18.2|-64.58|"+4"
11641|"SJU"|7|8|10|18.26|-66|"+4"
11653|"MAZ"|0|28|0|18.16|-67.09|"+4"
11706|"NAW"|56|56|75|19.54|-75.13|"+4"
12803|"BCT"|0|13|0|26.23|-80.07|"+5"
12809|"BOW"|0|125|0|27.56|-81.47|"+5"
12810|"MCF"|0|14|0|27.51|-82.31|"+5"
12812|"PGD"|25|25|28|26.55|-81.59|"+5"
12815|"MCO"|95|106|98|28.26|-81.19|"+5"
12816|"GNV"|149|165|152|29.41|-82.16|"+5"
12818|"BKV"|71|77|74|28.28|-82.27|"+5"
12819|"LEE"|77|77|80|28.49|-81.49|"+5"
12826|"HST"|0|7|0|25.29|-80.23|"+5"
12832|"AAF"|19|19|21|29.44|-85.02|"+5"
12833|"CTY"|41|42|44|29.33|-83.07|"+5"
12834|"DAB"|31|41|34|29.11|-81.04|"+5"
12835|"FMY"|15|18|18|26.35|-81.52|"+5"
12836|"EYW"|18|21|21|24.33|-81.45|"+5"
12838|"MLB"|57|27|60|28.06|-80.39|"+5"
12839|"MIA"|26|30|29|25.49|-80.18|"+5"
12841|"ORL"|123|112|126|28.33|-81.2|"+5"
12842|"TPA"|8|11|40|27.58|-82.32|"+5"
12843|"VRB"|19|28|39|27.4|-80.25|"+5"
12844|"PBI"|16|21|19|26.41|-80.06|"+5"
12849|"FLL"|117|11|120|26.04|-80.09|"+5"
12850|"NQX"|6|24|24|24.35|-81.41|"+5"
12854|"SFB"|49|55|52|28.47|-81.14|"+5"
12861|"OCF"|0|89|0|29.1|-82.13|"+5"
12867|"COF"|0|9|0|28.14|-80.37|"+5"
12871|"SRQ"|59|27|62|27.24|-82.34|"+5"
12873|"PIE"|11|11|14|27.55|-82.41|"+5"
12876|"GIF"|143|146|146|28.04|-81.45|"+5"
12882|"OPF"|52|9|55|25.55|-80.17|"+5"
12883|"LAL"|0|142|0|27.59|-82.01|"+5"
12884|"BVE"|12|1|15|29.2|-89.25|"+6"
12885|"FXE"|9|14|12|26.12|-80.1|"+5"
12886|"TTS"|0|10|0|28.37|-80.41|"+5"
12888|"TMB"|8|10|11|25.39|-80.26|"+5"
12889|"KNAE"|35|35|35|30.23|-81.38|"+5"
12894|"RSW"|29|30|32|26.32|-81.45|"+5"
12895|"FPR"|43|26|46|27.3|-80.23|"+5"
12896|"MTH"|7|7|10|24.44|-81.03|"+5"
12897|"APF"|8|23|21|26.09|-81.47|"+5"
12898|"TIX"|0|34|0|28.31|-80.48|"+5"
12904|"HRL"|34|35|37|26.14|-97.39|"+6"
12907|"LRD"|0|508|0|27.32|-99.28|"+6"
12909|"SKF"|0|691|0|29.23|-98.35|"+6"
12911|"RND"|0|762|0|29.32|-98.17|"+6"
12912|"VCT"|103|117|106|28.52|-96.56|"+6"
12916|"MSY"|4|20|7|29.59|-90.15|"+6"
12917|"BPT"|16|16|19|29.57|-94.01|"+6"
12918|"HOU"|45|47|48|29.39|-95.17|"+6"
12919|"BRO"|21|22|24|25.55|-97.26|"+6"
12921|"SAT"|818|809|821|29.32|-98.28|"+6"
12923|"GLS"|21|9|24|29.16|-94.52|"+6"
12924|"CRP"|0|44|48|27.46|-97.31|"+6"
12926|"NGP"|15|19|19|27.42|-97.17|"+6"
12927|"HUM"|0|10|0|29.34|-90.4|"+6"
12928|"NQI"|50|58|56|27.3|-97.49|"+6"
12932|"ALI"|176|180|179|27.44|-98.02|"+6"
12935|"PSX"|14|15|17|28.44|-96.15|"+6"
12936|"PTN"|0|0|0|29.43|-91.2|"+6"
12947|"COT"|460|479|463|28.28|-99.13|"+6"
12957|"PIL"|16|19|19|26.1|-97.21|"+6"
12958|"NBG"|1|1|6|29.5|-90.02|"+6"
12959|"MFE"|125|112|128|26.11|-98.14|"+6"
12960|"IAH"|118|108|121|29.59|-95.22|"+6"
12961|"ERV"|0|0|0|29.59|-99.05|"+6"
12962|"HDO"|926|930|929|29.22|-99.1|"+6"
12968|"P92"|5|2|8|29.34|-91.32|"+6"
12970|"SSF"|579|577|582|29.2|-98.28|"+6"
12971|"BAZ"|632|645|635|29.43|-98.03|"+6"
12972|"RKP"|21|19|24|28.05|-97.03|"+6"
12974|"KNOG"|257|257|257|27.54|-98.03|"+6"
12975|"LVJ"|40|44|43|29.31|-95.14|"+6"
12976|"LBX"|20|25|23|29.07|-95.28|"+6"
12977|"SGR"|78|82|81|29.37|-95.4|"+6"
12978|"3T5"|0|0|0|29.55|-96.57|"+6"
12979|"HYI"|0|0|0|29.53|-97.52|"+6"
12980|"T65"|0|70|0|26.11|-97.58|"+6"
12981|"BYY"|0|45|0|28.58|-95.52|"+6"
12982|"BKS"|0|112|0|27.13|-98.07|"+6"
12983|"EBG"|0|80|0|26.26|-98.07|"+6"
12984|"RBO"|0|79|0|27.47|-97.41|"+6"
12985|"UVA"|0|942|0|29.13|-99.44|"+6"
12986|"T97"|0|30|0|28.39|-96.41|"+6"
12989|"7R5"|0|3|0|29.47|-93.18|"+6"
